isbn,author_id
0-7676-6062-5,7654
1-340-64728-1,1016
0-15-980991-6,3272
0-920540-53-8,7888
1-909938-61-0,2292
0-546-52690-X,8858
0-05-833726-1,6132
1-4665-0949-X,4513
1-61772-492-0,8957
0-469-43018-4,1681
1-329-20626-6,406
1-58372-068-5,3442
0-9554872-8-5,5119
0-498-41839-1,6377
1-4671-8070-X,4403
0-489-13861-6,4659
0-325-05232-8,8364
1-380-12305-4,1164
0-924475-38-2,41
1-367-74225-0,2878
1-56836-000-2,2858
0-458-71484-4,3411
0-696-33219-1,1712
0-482-51701-8,9229
0-240-19773-9,5061
0-231-37388-0,908
0-281-72783-X,6167
1-335-26821-9,3509
0-14-105381-X,2432
1-05-357694-3,2628
0-574-75217-X,5866
1-86316-732-3,3897
1-84256-323-8,5942
0-411-21559-0,684
0-658-76577-9,5802
0-438-03399-X,8813
1-55892-899-5,9974
1-273-57719-1,6863
1-933556-46-3,9830
0-9656917-1-3,6158
1-66231-546-5,823
0-9559875-1-2,9980
0-7044-0856-2,4889
0-86675-360-5,8462
1-127-59277-7,2180
0-643-24301-1,436
1-61144-497-7,8137
0-288-31162-0,9920
1-70232-121-5,3839
0-487-32057-3,1789
0-396-84849-4,6317
0-06-143930-4,2079
1-173-17948-8,6572
0-11-297106-7,4702
1-61000-373-X,2671
1-60294-643-4,1078
0-330-51840-2,8975
0-543-33395-7,3483
1-84509-112-4,907
1-278-76614-6,7520
0-927960-08-7,3966
0-10-195776-9,7568
1-230-03626-1,3022
0-319-61994-X,1803
0-06-313306-7,3157
1-79710-280-X,5946
0-89547-595-2,9685
1-80776-043-X,9226
1-200-05502-0,6536
1-71005-436-0,5018
0-7138-4209-1,4233
1-76514-483-3,5487
0-402-19359-8,198
1-221-62025-8,5294
1-234-78843-8,7488
0-378-74299-X,1665
1-392-80617-8,1090
0-537-91146-4,5199
1-02-644244-3,4351
0-617-25612-8,5963
0-365-21906-1,9594
0-205-26712-2,1305
0-536-15088-5,7532
1-7389555-7-5,1669
0-417-24456-8,7824
1-374-67225-4,6024
1-68443-298-7,7469
1-285-30245-1,7137
0-536-79318-2,8783
1-220-73154-4,6410
1-942129-94-7,1638
0-236-82761-8,2609
0-07-486301-0,2441
0-01-741261-7,594
1-4645-3676-7,1786
0-9508798-6-X,6850
0-364-97239-4,6250
0-7157-6890-5,437
0-89241-914-8,1501
0-08-802843-7,9262
1-303-03939-7,2128
0-921320-17-5,2441
1-60666-687-8,6680
0-630-24063-9,2793
0-89351-126-9,4368
0-554-41782-0,6007
0-19-481436-X,2885
1-59217-158-3,8675
1-911490-07-9,6454
0-947704-44-2,9521
1-274-87682-6,8736
0-7035-6446-3,6337
1-80121-826-9,3673
0-9814157-1-7,4049
0-89795-303-7,5289
1-5315-9473-5,4039
0-13-187246-X,8429
1-67177-069-2,3219
0-391-11924-9,6344
0-499-74945-6,5199
0-88412-162-3,574
1-80165-970-2,6331
0-935058-38-9,2928
1-941334-17-2,7149
0-15-984989-6,7677
1-70828-542-3,7353
1-174-28302-5,1469
1-4816-3780-0,6042
0-304-55688-2,1248
0-7391-0930-8,8589
0-7012-5973-6,7766
1-67165-524-9,5714
1-59852-211-6,2547
1-4704-8303-3,5599
1-79421-372-4,1249
1-934102-84-9,3071
1-62406-912-6,7945
0-472-17957-8,5739
0-9522105-8-4,8518
1-872990-56-8,424
1-5306-0713-2,8825
1-159-01986-X,4738
0-512-91273-4,9404
1-09-094961-8,8628
0-03-866282-5,9797
1-231-97449-4,9079
1-82127-794-5,1079
0-537-55777-6,7074
0-275-59888-8,9795
0-538-91100-X,5201
0-8295-2886-5,2123
0-275-54860-0,9638
1-146-92489-5,1400
1-874839-43-3,4416
0-9615678-3-X,2411
1-290-62808-4,6026
1-03-350828-4,1441
1-59998-237-4,2964
0-17-073751-9,8592
0-01-952898-1,2494
0-08-191877-1,4433
0-214-20590-8,8651
0-490-92565-0,8440
0-12-909419-6,3212
0-503-14330-8,7264
0-923452-73-7,6429
1-81898-146-7,2628
1-06-183953-2,562
1-70170-462-5,8070
1-75241-757-7,4623
1-79873-529-6,4009
0-487-63957-X,1699
0-406-62557-3,9476
1-72498-816-6,4293
0-562-87462-3,7238
1-4669-6458-8,5946
0-323-41218-1,7052
1-57629-903-1,7601
0-913089-68-0,4674
1-68450-956-4,5261
1-162-74826-5,2371
0-274-69346-1,4380
1-880346-21-4,2416
1-166-90492-X,8913
0-8422-1746-0,9141
0-573-67240-7,7821
1-84066-255-7,3335
1-55597-776-6,805
0-308-08078-5,1961
0-427-34200-7,3410
0-8042-4068-X,3527
0-630-30254-5,8307
1-185-26466-3,5521
0-510-60025-5,1533
0-682-97649-0,9668
0-230-90261-8,4808
1-72203-710-5,927
1-65134-847-2,1169
0-8368-8486-8,6654
0-7302-3339-1,2053
1-331-59544-4,5287
0-219-58978-X,491
1-5453-0597-8,9586
1-4357-2770-3,8135
1-7341980-2-8,9436
0-374-08820-9,2364
0-11-573558-5,9696
1-294-94341-3,9202
0-09-003297-7,4096
1-177-74977-7,5198
0-659-59853-1,1448
1-00-850503-X,8341
1-159-50797-X,2385
1-5044-9561-6,4387
1-218-12274-9,2838
1-271-47572-3,4735
1-144-63369-9,4707
1-188-85055-5,9364
1-238-71094-8,8291
1-55843-597-2,2339
0-685-40807-8,2821
0-7917-8259-X,1567
1-5460-7940-8,2542
1-85784-359-2,7800
1-67984-023-1,9439
1-07-123705-5,3587
1-880668-30-0,3901
1-4059-4530-3,3179
1-946869-12-0,8889
0-554-68326-1,3122
1-00-342612-3,6176
0-301-81687-5,1198
0-19-868216-6,9378
0-393-67996-9,6469
0-04-321216-6,3864
0-285-88558-8,759
1-337-13265-9,2567
0-505-38147-8,1025
1-61354-126-0,4010
0-669-98866-9,922
1-165-46599-X,8845
0-357-39834-3,5424
1-84881-253-1,3508
1-399-44692-4,2495
0-05-974774-9,4548
0-411-96108-X,9288
1-74561-100-2,9053
1-181-43881-0,8701
0-7687-9571-0,8462
1-935735-26-8,7477
1-375-95156-4,3413
1-5440-1425-2,7908
1-4238-9040-X,7716
1-04-291718-3,9701
0-9704113-2-4,4313
1-271-78952-3,6952
1-884071-22-8,6555
0-18-911279-4,2524
0-8030-7055-1,748
1-61464-064-5,6998
1-988891-63-9,188
1-343-02469-2,4629
1-248-80621-2,5301
1-5446-4085-4,7355
0-03-035782-9,4696
1-71743-344-8,2649
0-7073-8300-5,2224
0-294-28405-2,1170
1-58838-656-2,8116
0-339-54746-4,3423
0-605-13354-9,3596
0-931684-18-8,3513
1-04-048373-9,4571
0-7204-4296-6,9612
1-81651-695-3,5387
1-356-84879-6,3265
0-345-76574-5,1379
1-78349-683-5,77
0-14-848468-9,4625
1-4872-0377-2,2265
0-19-440224-X,7095
0-566-52665-4,8320
0-402-03356-6,2165
1-4308-5569-X,6330
0-493-45177-3,970
0-7038-6507-2,2967
0-508-17204-7,7560
0-7420-9562-2,9340
0-7225-3636-4,1152
1-86099-686-8,4010
1-161-22658-3,1394
1-07-494781-9,9866
0-18-104787-X,9609
0-7835-8119-X,4940
1-01-058896-6,9903
1-64258-508-4,5923
1-5398-0217-5,9395
1-216-61422-9,9453
0-598-72075-8,4980
0-07-501524-2,1394
0-299-85328-4,3432
0-294-43502-6,9348
0-386-22580-X,6309
0-384-54550-5,4096
1-57802-285-1,5949
0-06-863799-3,7492
1-09-947452-3,7296
0-553-81058-8,8089
1-78707-717-9,2509
1-899664-95-5,8782
0-8022-9615-7,9793
0-337-10980-X,2634
1-76288-853-X,8807
0-05-702063-9,944
0-478-64005-6,4820
1-06-607424-0,9309
0-251-36517-4,8033
1-57929-133-3,4677
0-8006-0970-0,7065
0-02-760025-4,6303
0-17-691834-5,8264
0-7345-8412-1,888
1-146-71436-X,6170
0-401-34277-8,9761
0-923288-46-5,471
1-317-68869-4,5000
0-520-65484-6,1661
0-920802-56-7,3140
1-4819-9597-9,545
0-436-14000-4,8641
1-934284-88-2,8364
1-900241-83-8,5271
0-15-162385-6,7603
0-310-22193-5,4906
0-355-05713-1,6469
1-5087-0630-1,8509
0-16-210738-2,6323
0-394-99932-0,62
1-07-831097-1,1438
1-4763-1725-9,8981
1-109-62322-4,6333
1-56916-903-9,6014
1-5431-5021-7,2879
0-661-36674-X,4528
0-9748126-5-X,7512
0-947173-25-0,6738
1-946389-62-5,4805
1-4747-5570-4,4699
0-7922-0425-5,4204
0-609-94552-1,8604
1-205-71233-X,8966
1-79341-165-4,5061
0-455-80122-3,8750
0-572-26565-4,9659
0-372-64017-6,7142
1-82435-749-4,9080
0-377-27944-7,8245
1-298-14738-7,8261
1-79346-746-3,7705
0-212-15056-1,5913
0-8420-3486-2,5755
0-8495-3055-5,7559
0-7700-6754-9,9928
0-573-92748-0,3271
0-244-18422-4,6905
0-7151-7294-8,6469
0-405-06065-3,5907
0-87020-658-3,1328
1-62923-017-0,280
0-297-38684-0,4130
1-4764-1120-4,8704
1-4173-6523-4,1780
1-81919-956-8,601
0-03-871426-4,7248
0-10-194283-4,6099
0-549-71764-1,3939
1-4362-2388-1,7648
1-02-097701-9,1898
1-59546-817-X,9982
1-05-683995-3,3193
0-8427-7705-9,8778
1-191-15406-8,2629
0-8077-9781-2,473
0-686-18592-7,9925
1-150-97606-3,8695
0-00-409075-6,2749
1-4584-7128-4,7474
1-04-878867-9,103
0-363-66710-5,6106
1-298-43408-4,1689
0-05-769295-5,386
0-8076-9922-5,8461
0-917059-08-5,5143
0-07-505068-4,2573
0-7527-5193-X,558
1-231-04113-7,7386
1-383-04096-6,8989
0-393-15380-0,4392
0-272-83137-9,1560
1-4688-3075-9,8618
0-04-262926-8,1236
0-09-170135-X,1316
0-668-05994-X,8301
0-13-171008-7,6333
1-307-04608-8,7432
1-952498-38-4,9362
0-910366-20-9,4311
1-166-03780-0,2415
1-59092-098-8,1629
1-165-19634-4,4473
1-07-748053-9,123
0-7919-7194-5,8469
0-14-251248-6,4642
1-4781-2034-7,7197
0-526-75039-1,8258
0-417-45511-9,1082
1-272-13250-1,6430
1-4041-8358-2,8005
1-68159-894-9,1835
0-11-882587-9,5999
0-8120-3181-4,2617
1-59548-560-0,9181
1-196-28501-2,3332
1-237-79524-9,226
1-890720-26-7,8225
0-313-72943-3,5187
0-685-00786-3,9195
1-71837-118-7,3780
1-151-17759-8,8131
0-380-98565-9,1476
0-690-33277-7,4493
1-67653-890-9,1584
1-5013-6984-9,2275
0-475-80470-8,7591
0-11-674109-0,936
0-599-57305-8,4994
0-7591-0441-7,18
0-376-10601-8,8180
0-7176-0969-3,5928
1-383-06136-X,2313
0-7276-4341-X,9258
1-102-46597-6,2442
0-10-453766-3,4924
1-246-32979-4,3564
1-75061-389-1,2821
1-81220-373-X,205
1-4558-0027-9,6609
1-07-815533-X,7575
0-930032-26-8,4918
1-5442-6173-X,1019
1-346-83719-8,5738
1-01-292181-6,5768
0-7692-7928-7,5032
1-62339-042-7,6487
0-10-855484-8,2413
1-5061-0548-3,1003
1-58533-305-0,1266
0-917508-58-0,5726
1-970157-69-0,7253
1-01-771011-2,4465
1-76393-473-X,8417
1-5233-5380-5,1773
0-07-902777-6,4884
1-928047-96-3,2951
1-63608-493-1,7773
1-55107-431-1,1473
1-158-62500-6,2771
1-64984-801-3,6431
0-7605-6175-3,4595
0-300-33495-8,4930
0-511-95579-0,4638
0-361-82876-4,5546
0-602-44719-4,6286
1-58160-297-9,7870
0-459-82279-9,60
1-4073-2795-X,4764
0-397-79673-0,4363
1-905389-50-7,3528
1-296-17582-0,5595
0-7646-8492-2,7888
1-61029-835-7,5277
0-7440-0437-3,6638
1-56360-668-2,5149
1-72479-531-7,1978
1-945343-99-0,9318
0-02-105495-9,8581
1-259-37264-2,5973
0-901605-45-X,5114
0-03-220107-9,9717
0-7517-4659-2,1115
0-259-79078-8,3110
0-235-39074-7,1106
0-04-441400-5,3214
1-00-786157-6,8591
0-17-542788-7,5908
1-363-84329-X,5370
0-04-041705-0,8844
0-470-17751-9,4007
0-13-774735-7,5664
1-231-57567-0,3387
1-71272-320-0,8747
1-84411-562-3,1984
1-06-769016-6,1883
0-416-88310-9,7257
1-67648-178-8,3917
0-462-58010-5,2544
0-498-68330-3,387
0-666-42139-0,5160
0-280-20159-1,5219
1-57857-125-1,9629
1-59233-917-4,9870
1-5106-1701-9,933
1-4674-2135-9,1940
0-15-212457-8,2148
1-55320-668-1,795
1-80835-820-1,8874
1-58147-492-X,4770
1-71319-144-X,6494
0-87374-815-8,3442
0-11-608447-2,7920
1-5233-9493-5,8690
0-85417-922-4,8305
1-67184-694-X,3216
0-314-89093-9,931
0-00-532828-4,2142
0-230-92333-X,6037
1-66286-953-3,1706
1-4648-9523-6,3083
0-12-406260-1,315
0-651-48115-5,151
0-309-91160-5,3696
0-468-31857-7,5033
1-4474-1372-5,2825
1-943874-01-8,1595
0-443-48626-3,2079
1-232-30532-4,8772
1-66850-890-7,2055
0-15-457949-1,968
0-512-09256-7,6058
1-71134-134-7,9369
0-900954-06-X,426
0-7666-6882-7,3435
1-362-24513-5,4443
1-66040-575-0,5140
1-59505-927-X,6870
0-326-99646-X,2893
1-09-612473-4,8726
0-316-62902-2,9579
0-16-878565-X,5604
0-03-017410-4,3263
1-05-678778-3,497
0-8124-2811-0,5748
0-07-903894-8,480
1-921090-87-1,1772
0-948238-15-1,2258
0-9767888-8-8,2215
1-265-30407-6,9344
1-01-022477-8,9132
1-5229-2564-3,7471
0-19-810345-X,5775
1-360-89229-X,851
0-342-48263-7,2459
0-524-81111-3,3674
0-209-92432-2,6918
1-5348-5215-8,4866
0-02-665152-1,5413
0-694-39318-5,8877
1-4661-3205-1,5720
1-4077-6144-7,5635
0-386-20547-7,680
1-06-242337-2,5567
1-123-10417-4,1690
1-07-342810-9,7380
0-11-069633-6,1540
0-323-23255-8,3285
0-450-83032-2,786
1-309-74137-9,9766
0-939824-53-1,1567
1-70217-718-1,3922
0-242-51037-X,6895
0-448-99535-2,3974
0-247-46164-4,481
0-928665-23-2,5450
1-244-57286-1,350
0-19-405411-X,9850
1-80985-355-9,865
0-10-215889-4,4261
1-209-01088-7,3837
1-58424-779-7,1771
0-486-13505-5,942
0-399-80157-X,9148
1-138-51877-8,181
1-5252-0272-3,3212
0-602-06455-4,3650
1-86210-738-6,7693
1-70745-904-5,9229
0-367-28311-5,8114
1-920644-36-9,9021
1-148-35155-8,3339
0-387-61044-8,3337
1-79000-167-6,2826
1-129-09521-5,6136
1-122-23189-X,7401
1-4056-7190-4,6919
0-85284-852-8,4140
0-17-351649-1,7211
0-17-225528-7,972
1-274-18198-4,4837
1-75300-651-1,4272
0-628-73778-5,1466
0-404-04004-7,7085
1-4967-7956-8,1231
1-4062-3029-4,9919
0-280-75033-1,8531
0-341-74730-0,8551
0-662-59885-7,3249
1-02-329240-8,877
1-65211-199-9,5399
1-60397-701-5,9244
0-623-53881-4,9778
1-76099-175-9,8423
1-03-430188-8,109
1-04-032743-5,8865
0-9934838-5-2,1368
0-8247-3525-0,1267
0-17-206397-3,1240
0-304-71743-6,4722
0-04-033245-4,3603
1-78959-600-9,1538
1-4713-6771-1,6276
0-01-233934-2,963
1-04-607747-3,3760
1-5326-7699-9,7683
1-870693-90-6,1614
0-633-60664-2,8654
1-82398-896-2,4277
1-56155-999-7,5890
1-65782-230-3,7862
1-5315-9473-5,2471
0-17-932225-7,6513
1-03-404660-8,6387
0-19-202272-5,7754
0-396-63439-7,444
1-69718-981-4,5335
0-686-62341-X,9735
1-85645-827-X,3501
0-421-08586-X,2319
0-9871612-1-0,4135
1-222-12932-9,2428
0-386-30192-1,5022
1-05-293161-8,7887
0-01-059008-0,3611
1-114-87944-4,6961
1-305-56849-4,1438
1-163-77333-6,2856
1-319-66382-6,9320
1-76204-370-X,1850
1-223-50432-8,5433
0-202-59137-9,966
1-9809-8344-5,7066
0-490-46517-X,4297
1-5408-5627-5,754
1-00-170964-0,8662
0-571-55040-1,2659
1-01-362069-0,8092
1-195-00923-2,3919
1-4443-8989-0,3590
1-04-935497-4,4069
0-312-44346-3,2497
0-8190-1765-5,5335
0-478-20437-X,6012
0-15-293096-5,9390
0-7982-3538-1,282
0-16-133365-6,4842
0-574-42095-9,5425
1-81723-315-7,6659
1-9808-2364-2,7576
1-122-04651-0,7812
0-254-97306-X,8908
0-659-93850-2,3261
1-04-969822-3,2710
1-72302-501-1,5575
0-216-91862-6,6417
1-4605-7513-X,2220
1-61137-284-4,7784
0-581-09989-3,3209
1-58147-152-1,7908
1-4500-4123-X,8036
1-128-53819-9,9807
0-13-742170-2,2590
1-330-15221-2,1389
0-356-40386-6,3133
1-137-15763-1,7678
0-946034-75-3,9547
0-7297-8274-3,9006
0-85757-137-0,7248
0-233-80061-1,405
0-7790-6056-3,3309
0-277-23926-5,7407
0-516-51691-4,4063
0-408-48478-0,8902
0-7806-4287-2,3435
0-7444-7860-X,9966
1-85243-366-3,9119
0-524-75665-1,220
1-85116-086-8,2944
1-207-41450-6,2224
0-447-83562-9,7938
0-01-205851-3,9558
0-268-76494-8,8282
1-5157-1535-3,9102
0-7322-0012-1,1818
1-167-34680-7,7021
0-00-111021-7,6917
1-4051-9326-3,7299
1-311-44472-6,6710
0-10-221102-7,1055
0-625-62716-4,611
1-248-63968-5,4123
0-300-65057-4,782
0-625-47097-4,415
1-82218-243-3,2784
1-82677-399-1,778
0-01-236445-2,5164
0-343-13609-0,8962
0-7265-1405-5,3174
1-903290-43-0,7388
0-7684-4438-1,344
1-65363-336-0,5678
0-7319-3366-4,5712
0-528-68458-2,9227
1-334-95455-0,1598
0-9656737-1-5,6533
0-488-74820-8,798
1-220-20636-9,9765
1-392-19854-2,5424
1-203-55856-2,34
0-308-30658-9,4069
1-370-84215-5,9386
1-82084-089-1,9609
0-8243-5210-6,5988
0-6482101-7-0,1933
0-398-55922-8,9944
0-14-083675-6,7469
1-4006-6896-4,5376
1-79172-272-5,713
0-625-25088-5,3783
0-417-46247-6,5811
0-7981-7814-0,85
1-5377-8823-X,1441
1-961061-62-7,3336
1-76515-533-9,7920
0-291-60211-8,3234
0-7778-3467-7,8928
0-06-935783-8,8359
1-276-89453-8,6538
0-13-876573-1,9083
0-420-97099-1,1805
0-413-04374-6,5014
1-4950-9825-7,5867
1-4787-3233-4,6049
0-00-089597-0,5214
1-59974-403-1,4107
1-315-02319-9,1819
0-583-19455-9,1368
1-4868-3941-X,615
1-78201-571-X,8900
0-929375-85-8,808
1-301-35548-8,9762
0-15-306328-9,8640
0-591-72634-3,50
0-572-31662-3,640
0-85498-350-3,7649
1-78305-653-3,7138
0-446-07646-5,1408
0-491-91142-4,1578
0-538-85026-4,1985
1-329-65471-4,5783
1-233-84470-9,6763
0-542-31115-1,8813
0-916698-80-7,2003
1-898702-78-0,5855
0-11-582714-5,2715
0-87499-025-4,2938
0-11-926306-8,7118
1-336-05444-1,7889
0-440-61438-4,8951
1-4056-1366-1,5213
0-12-154874-0,6201
1-78501-530-3,7479
0-86703-114-X,8138
0-487-40633-8,1660
0-557-95791-5,4055
1-55827-842-7,4993
0-488-41394-X,817
0-218-37305-8,1459
0-15-982295-5,6205
1-4576-1080-9,7410
0-08-191816-X,4321
1-60389-123-4,7703
1-971567-79-5,561
1-5105-6970-7,9009
0-08-704522-2,8082
0-462-52325-X,3205
0-8279-9356-0,7904
0-585-46773-0,2596
0-8349-3541-4,1486
0-7744-7695-8,304
1-80724-325-7,8585
1-57061-631-0,8813
1-4544-1634-3,2851
1-58999-938-X,8376
1-148-06585-7,8422
0-622-78689-X,5365
0-290-82709-4,1172
1-06-607424-0,47
0-8303-2780-0,4657
0-7879-0334-5,1493
0-407-74998-5,5238
1-58302-178-7,7025
0-459-06489-4,8812
1-125-88656-0,6213
1-79949-671-6,273
0-9604792-6-0,1918
0-396-27015-8,6002
1-936661-37-3,1779
1-86335-808-0,5030
0-423-71351-5,9215
0-556-31602-9,882
1-66611-390-5,7855
1-72575-391-X,7459
1-76385-527-9,2889
1-4111-2285-2,1344
1-390-65158-4,6645
1-04-731433-9,9799
1-299-18762-5,823
1-960634-48-8,568
0-7685-8934-7,8093
0-7123-9729-9,1849
0-938437-55-0,2200
1-4248-0210-5,7635
0-483-01559-8,1340
0-212-51291-9,4692
1-84663-710-4,7175
1-318-33740-2,8255
1-64507-373-4,4956
1-57954-679-X,240
1-80737-766-0,7487
1-876645-62-8,3338
0-7230-7758-4,4730
0-310-71258-0,4435
0-516-27689-1,7489
0-263-90179-3,6683
1-334-68277-1,7701
1-200-74661-9,4891
1-72419-056-3,5150
0-88347-459-X,2844
1-82764-426-5,8327
1-967443-47-5,2735
0-09-655749-4,216
0-424-74288-8,7189
1-329-81340-5,1178
0-524-96194-8,6961
0-257-93372-7,5109
1-72665-375-7,1998
1-883480-07-8,7176
1-136-49323-9,6506
0-414-42339-9,2790
0-500-00213-4,1884
0-655-92516-3,7404
0-87713-952-0,2658
0-242-06939-8,3192
1-84832-667-X,8947
1-116-83190-2,2883
0-695-18481-4,6212
0-482-76992-0,4989
0-593-30985-5,5060
0-18-753029-7,6904
1-9862-9392-0,6849
1-58140-174-4,6204
1-64444-176-4,1561
0-381-47744-4,6521
1-79260-561-7,4479
1-61632-619-0,4233
1-4809-1913-6,7096
0-08-506840-3,8413
0-7867-5265-3,6078
1-02-252064-4,3906
1-4839-6055-2,1538
1-85470-096-0,6830
0-17-490517-3,788
1-72938-506-0,7271
0-04-591960-7,4267
1-144-78294-5,6142
1-80895-704-0,6647
0-09-759511-X,3332
0-500-31553-1,6424
0-8013-5828-0,7037
1-275-46708-3,7101
0-06-378215-4,6263
1-9794-0216-7,5398
0-9762966-4-0,4447
0-13-408443-8,5250
0-525-49311-5,7973
0-680-38328-X,7258
1-207-66674-2,7896
0-7109-8373-5,5813
1-229-18108-3,6815
1-327-95889-9,7137
0-935180-49-4,9367
1-208-96882-3,5162
0-08-126513-1,5857
1-02-064200-9,421
1-935445-54-5,4944
0-09-875182-4,9668
1-78910-198-0,1229
0-434-14471-1,2049
0-14-921948-2,6651
0-9547353-9-0,8844
1-77460-014-5,5904
1-263-76362-6,9831
1-03-010368-2,3055
0-582-18209-3,5226
0-929961-07-2,7524
0-607-36227-8,3797
1-4242-8115-6,970
0-390-97783-7,5115
0-298-93535-X,6864
0-8213-5700-X,8824
1-5416-2405-X,505
0-86208-360-5,4502
0-602-71572-5,7055
1-02-911085-9,1582
0-87853-203-X,8940
0-937219-82-7,6298
1-163-87022-6,3163
0-601-11351-9,8516
1-104-60702-6,8487
1-03-769588-7,4913
1-65169-959-3,9058
0-13-979972-9,9646
1-08-807264-X,4657
1-370-90787-7,7580
1-928694-74-8,6549
0-7558-8780-8,3927
1-78516-327-2,1589
0-400-18073-1,6458
1-63142-462-9,6027
1-930052-57-X,7659
0-215-26852-0,5718
1-306-38826-0,1041
0-02-450578-1,1592
1-66623-312-9,6357
0-04-731898-8,9592
0-627-07762-5,1692
1-167-02243-2,1697
1-4454-2068-6,9648
1-67146-975-5,6939
0-09-410092-6,5948
1-949927-37-7,4515
1-7327496-0-4,8116
0-10-628610-2,8678
1-108-73999-7,7589
0-205-78270-1,5399
1-85253-763-9,525
0-287-36909-9,5397
1-948902-52-4,6134
0-325-72498-9,6618
0-16-358799-X,9837
0-917988-44-2,8402
1-4537-7277-4,9787
0-7807-1300-1,7675
1-5448-8458-3,1390
1-119-56041-1,3011
0-240-47213-6,9140
1-952108-19-5,2650
0-9801118-9-7,7860
1-78507-193-9,7792
1-75253-402-6,8178
1-125-99386-3,7802
0-231-55202-5,2554
0-05-516318-1,6404
0-381-65119-3,1071
1-58752-784-7,8400
1-78538-636-0,1740
1-83700-805-1,9951
1-882087-71-2,3577
0-04-045521-1,1409
1-4071-9761-4,5221
1-82758-623-0,3270
0-7727-9543-6,901
0-543-39593-6,9494
0-558-44377-X,6000
0-437-20265-8,2742
0-666-19454-8,2336
0-310-46025-5,9340
1-319-64758-8,2397
0-7744-8563-9,5057
0-7660-5305-9,2004
0-606-99517-X,9796
1-81538-601-0,2849
1-298-85329-X,7385
0-530-38619-4,6816
1-5251-7413-4,4043
1-127-17890-3,8494
1-01-860616-5,2691
0-660-16556-2,9695
1-75404-076-4,1493
0-565-32680-5,979
1-56153-506-0,4587
0-7568-0770-0,9313
0-681-46766-5,4658
0-333-45887-7,3197
1-09-252796-6,3859
0-7680-2861-2,1781
0-12-566614-4,1947
1-337-12379-X,7622
0-294-34185-4,4267
1-5304-8981-4,2770
0-269-02573-1,1926
1-117-31128-7,416
1-84408-488-4,7305
1-198-89263-3,3499
0-7433-1663-0,4502
1-4044-6012-8,8074
1-4155-0735-X,6478
0-7839-0336-7,3313
0-204-41278-1,9684
1-03-555585-9,6108
0-408-56009-6,7361
1-78082-055-0,5781
0-902429-76-0,2294
0-04-455315-3,7140
0-337-10980-X,4969
0-88559-908-X,7911
1-335-92758-1,9584
0-11-056034-5,2664
1-313-81347-8,9249
0-9952228-9-4,6623
1-333-91233-1,9442
1-164-63969-2,6410
0-11-080150-4,7169
1-5212-7582-3,8922
1-4928-0676-5,1597
1-995706-15-9,365
1-83814-366-1,3609
0-290-16728-0,5149
1-303-16435-3,7667
1-274-96396-6,5032
1-00-524172-4,7594
1-07-042821-3,883
1-891004-83-2,4836
0-639-97481-3,8079
0-599-89896-8,8779
1-03-944109-2,513
0-07-456866-3,8150
1-00-457571-8,2435
0-19-432107-X,1675
0-12-080831-5,3601
1-156-35608-3,3440
0-655-29489-9,5855
1-9810-4075-7,6471
1-01-120526-2,8683
1-903594-80-4,1272
1-62139-254-6,9936
1-78110-883-8,4969
1-946197-62-9,2784
0-514-05387-9,575
0-518-49122-6,6246
1-01-456865-X,6650
0-03-837890-6,4626
0-372-67151-9,2128
0-644-31506-7,1357
1-08-165385-X,1400
1-80035-331-6,9977
1-62108-181-8,6002
0-9927462-5-6,8626
0-940164-06-X,5856
0-07-104132-X,1579
0-669-65978-9,2772
0-271-56486-5,7018
1-79513-868-8,8412
0-9918631-1-9,8791
1-65678-159-X,501
0-361-27550-1,7054
1-908532-99-8,8433
1-150-30068-X,3996
0-11-522444-0,8663
0-419-09590-X,7821
0-7802-6235-2,5660
1-971828-09-2,8022
1-942551-14-2,4735
0-03-622131-7,4187
0-19-341565-8,1161
0-500-17530-6,7596
0-85740-092-4,6046
0-85603-882-2,5362
0-325-96520-X,2506
0-331-29004-9,5998
1-4322-5932-6,2257
1-105-38031-9,9497
1-61025-453-8,3049
1-84729-617-3,2464
1-303-00870-X,4027
0-338-85209-3,6737
1-5472-2631-5,1142
1-4878-5681-4,2413
1-305-99631-3,998
1-375-01139-1,3213
0-397-73854-4,8943
0-225-87114-9,1258
0-12-885729-3,9512
1-197-45058-0,1916
1-71983-648-5,8849
1-63440-977-9,6255
0-19-817703-8,6991
1-78186-654-6,5865
0-288-93503-9,1466
1-04-938411-3,7891
0-391-74601-4,6296
1-01-088114-0,4518
0-395-52785-6,4095
0-7867-9529-8,6344
1-955192-72-3,7232
1-158-82355-X,7220
1-165-26255-X,5026
0-611-71026-9,1191
0-263-10023-5,2961
0-9988370-5-9,6399
0-246-74291-7,1568
0-12-242682-7,6605
1-373-14263-4,6499
1-06-183487-5,8556
1-4924-9517-4,5247
0-9693718-0-2,9718
1-64355-359-3,6155
0-227-77302-0,9218
0-15-447820-2,189
0-621-86422-6,2499
0-17-420267-9,2636
1-5450-4062-1,7043
1-06-637155-5,634
1-167-39959-5,7543
0-9807939-2-0,4416
1-254-60990-3,1514
1-5118-6754-X,7385
0-11-763215-5,8834
0-17-433878-3,6855
1-991303-20-3,2351
1-4331-3905-7,3197
1-244-17960-4,4013
1-65281-526-0,6484
1-183-52416-1,9682
1-04-177316-1,3198
1-877719-65-X,52
1-62506-100-5,6467
0-399-71537-1,6733
